Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
2rqb2T5IS2D7A6UB5QwNKw,Yun Nan Flavor Garden,5121 8th Ave,"{'latitude': 40.639996, 'longitude': -74.004509}",269,4,11220
UNyGz06_7RendbswIyNYtA,Shu Han Ju,465 6th Ave,"{'latitude': 40.73558, 'longitude': -73.99843}",149,3.5,10011
YzyHW3w0HUyaG8EvplNT1A,Liu's Shanghai,1869 Bath Ave,"{'latitude': 40.6026411895768, 'longitude': -74.0038766549142}",326,4.5,11214
Bb0h5Rs8ugSM2CjulRhfBw,Spicy Moon,328 E 6th St,"{'latitude': 40.72674, 'longitude': -73.98722}",76,4.5,10003
kxv4jD_qXRPVrV0oPR7isQ,YU KITCHEN,2656 Broadway,"{'latitude': 40.79759, 'longitude': -73.9693099}",43,4.5,10025
OWALknbRruLyO8KFPATf_Q,New Jin Shing,1794 Broadway,"{'latitude': 40.682073, 'longitude': -73.909389}",29,4,11207
5FbVGhTO8U4wh0AATsN9tA,Wan's Garden,6826 Forest Ave,"{'latitude': 40.702864, 'longitude': -73.901421}",23,4.5,11385
dRKdRpPEo6rJ2X0RYbfZzQ,Golden Z,1410 Ave U,"{'latitude': 40.598533, 'longitude': -73.956928}",75,4,11229
neQM053ovAOrf1sVSAPI9w,Radiance Tea House and Books,158 W 55th St,"{'latitude': 40.7639799, 'longitude': -73.98065}",816,4,10019
u6Yrkowq8k5zBpClvjX2FA,Happy Garden Chinese Restaurant,7211 3rd Ave,"{'latitude': 40.63314, 'longitude': -74.02678}",34,4,11209
wDuf4Qz9qsC62amLZgWNJQ,Little Alley,550 3rd Ave,"{'latitude': 40.74744, 'longitude': -73.97728}",280,4,10016
SBJHGtqJyfaU47NPjGAU6A,China Jade,1643 2nd Ave,"{'latitude': 40.77747, 'longitude': -73.95239}",113,3.5,10028
Bwj7nzWphGV6FaZ_ygTSOg,Happy Hot Hunan,969 Amsterdam Ave,"{'latitude': 40.80133, 'longitude': -73.96466}",134,3.5,10025
31K2IfTO2iQkgJ5hSY-Gbg,Bang Chengdu Street Kitchen,158 W 23rd St,"{'latitude': 40.74355, 'longitude': -73.99507}",162,4,10011
qGgQMVExGERqGhZNDM2ROg,Wu Liang Ye,36 W 48th St,"{'latitude': 40.75781, 'longitude': -73.97994}",485,3.5,10036
OQ93Z1tAmdPqK7twEEvISA,Happy Fortune Chinese Restaurant,47-57 47th St,"{'latitude': 40.7399544, 'longitude': -73.9181973}",22,3.5,11377
H1jops1lmuhrq9lP7lEGJQ,Flor De Mayo,484 Amsterdam Ave,"{'latitude': 40.78609, 'longitude': -73.97658}",1118,4,10024
WEa266y5CsANNqvyfG7elA,King's Kitchen,158 Lewis Ave,"{'latitude': 40.6913483887911, 'longitude': -73.9367651939392}",5,5,11221
d6pcRMV1YUDFTKO_p9d-sA,Wong Kwong Hop,85-27 Grand Ave,"{'latitude': 40.73566, 'longitude': -73.88151}",62,4.5,11373
IhSVn0TaX8xXb3wcQ-fgcA,Vanessa's Dumpling House,118A Eldridge St,"{'latitude': 40.71839, 'longitude': -73.9917399}",2436,4,10002
WIj12zDqIbBucW1hXYhrew,King's Kitchen,92 E Broadway,"{'latitude': 40.71399, 'longitude': -73.99367}",219,4,10002
eVDV1ALwvre01Xo8v6BCoQ,La Salle Dumpling Room,35 W End Ave,"{'latitude': 40.7731596, 'longitude': -73.98951}",138,4,10023
DOa_Hm5HHT99GOvlhbydaQ,Le Sia,11 E 7th St,"{'latitude': 40.728886, 'longitude': -73.989841}",182,4,10003
cWPdP8_GqEWxZKRiOonfDg,Di Di Restaurant,2318 Nostrand Ave,"{'latitude': 40.62813, 'longitude': -73.94729}",37,4,11210
mDajKjZjRN4tVGEJFOgF9w,Wok 88,1570 3rd Ave,"{'latitude': 40.78042, 'longitude': -73.95322}",247,3.5,10128
jwKPVep2qZYBUA6SLLQPvg,Legend 72,127 W 72nd St,"{'latitude': 40.77796, 'longitude': -73.9796901}",203,3.5,10023
Va_mnsEvBghHXvc7uZIWJQ,Spice Symphony,182 Lexington Ave,"{'latitude': 40.744722, 'longitude': -73.981202}",553,4,10016
5TnBfeoBpxPPwIXMGBMasg,New Double Dragon,37 1st Ave,"{'latitude': 40.7242431, 'longitude': -73.9881041}",69,4,10003
pBNMZp_tKCAfRNx7-ybcHQ,Calle Dao - Chelsea,461 W 23rd St,"{'latitude': 40.7476515, 'longitude': -74.0037312}",384,4.5,10011
Lp8vAE5nHSt5zbu-lSGK8A,Hop Lee Restaurant,16 Mott St,"{'latitude': 40.71426, 'longitude': -73.99849}",279,4,10013
lbZqfX4vvCr1aMLuEey3Ag,Chang Heng,54 Willoughby St,"{'latitude': 40.69213, 'longitude': -73.9867}",16,3.5,11201
pMgk7E6bCG5Aj2sLuowobw,Golden Chopstick,789 Franklin Ave,"{'latitude': 40.6718339, 'longitude': -73.957229}",64,3.5,11238
RUnj4RTVOSbbHE5zyguhrg,No 1 Flower Drum House,21-05 31st St,"{'latitude': 40.777674, 'longitude': -73.908463}",72,3.5,11105
BbODF2tZuw4xW_RFwMzwRg,Jiangnan Chinese Cuisine,103 Washington St,"{'latitude': 40.70838, 'longitude': -74.01408}",40,3.5,10006
oe8GEFE4QLFAKt87y7zcgA,Very Fresh Noodles,425 W 15th St,"{'latitude': 40.7423387008486, 'longitude': -74.00625}",735,4.5,10011
dn8_HgoGUE4IFzwPI6GeLA,Kai Feng Fu 開封府鍋貼,4801 8th Ave,"{'latitude': 40.64201, 'longitude': -74.00238}",226,4,11220
dv-RaOwKFizDe4c5-sVJ5w,Peking BBQ,58-11 Woodside Ave,"{'latitude': 40.7456439082048, 'longitude': -73.9062357614363}",222,4,11377
emaMBqN_eWu71rgnQEnG3g,Szechuan Garden,463 7th Ave,"{'latitude': 40.662378, 'longitude': -73.98508}",69,3.5,11215
tsHdT1GDibhYYA0JA7Z9tg,Xi'an Famous Foods,37 W 54th St,"{'latitude': 40.7620999, 'longitude': -73.97732}",392,4,10019
EZo6MdrZ_EH_MzUl93xkyA,Junzi Kitchen,170 Bleecker St,"{'latitude': 40.72878, 'longitude': -74.00061}",127,4.5,10012
MXstrG3HjF83LcxAd8OpTw,New Li Yuan,273 W 38th St,"{'latitude': 40.754589387013, 'longitude': -73.9912518276348}",59,4,10018
E1fFQqXuO2Ido9hGDmTbDg,Good Luck Chinese Restaurant,4516 48th Ave,"{'latitude': 40.7392043166647, 'longitude': -73.9197625899353}",10,4.5,11377
a5Ei7GYvlXCDv-j3q1lBLg,China Delight,722 4th Ave,"{'latitude': 40.661844, 'longitude': -73.996885}",15,4,11232
8xDbEfYXuPwi-94LLcb22A,Tomorrow,200 Pearl St,"{'latitude': 40.707425, 'longitude': -74.004785}",78,3.5,10038
9gktK6DNHb3k0y-o6nP7pA,J's Wong,717 Franklin Ave,"{'latitude': 40.67402, 'longitude': -73.95661}",62,3.5,11238
IqbHVeqgewmbeSMXBhbqSw,Hunan Manor,339 Lexington Ave,"{'latitude': 40.74965, 'longitude': -73.97707}",289,3.5,10016
WRPJeH3goSpj5ke3Pkrnfw,Burp Bowl Cafe,134 E 27th St,"{'latitude': 40.74183, 'longitude': -73.98271}",183,4,10010
GmtybiZEicQ4qqPTzhqVew,Taste of China,7100 Grand Ave,"{'latitude': 40.72762, 'longitude': -73.892011}",53,3.5,11378
HjUwZOlok1TabhS4S1ya2w,Just for Fen,229 1st Ave,"{'latitude': 40.7311641211205, 'longitude': -73.9830346405506}",105,4,10003
BcOuqkUniZJG5NLpdzeOYQ,Friendly Restaurant,1205 40th Ave,"{'latitude': 40.7559963313064, 'longitude': -73.9424634196434}",57,3.5,11101
RoPrfBqmRTqw_cBqcWAfYA,Dim Sum Bar,167 Grand St,"{'latitude': 40.714728, 'longitude': -73.961372}",165,4,11249
_eWN3zih_cnY0fiLWva9EA,Li Wan Restaurant,6428 Metropolitan Ave,"{'latitude': 40.7122917175293, 'longitude': -73.8961334228516}",23,4,11379
ayw4_D-wSCIr-xcJ3_aZ4A,Wah Kwoon Chinese Kitchen,146 Nassau Ave,"{'latitude': 40.72463, 'longitude': -73.947486}",35,3.5,11222
3gqKLANaXNsHZnPDjKrcTg,Win Son,159 Graham Ave,"{'latitude': 40.70747, 'longitude': -73.94339}",347,4.5,11206
BAKjtydOJj6KrsGCo-6DEQ,Wing Hing Chinese Restaurant,312 Rogers Ave,"{'latitude': 40.665832, 'longitude': -73.953918}",13,4,11225
LwEzFDBX-nUHYHgAddfaxA,Szechuan Gourmet 56,242 W 56th St,"{'latitude': 40.765717, 'longitude': -73.9828671}",337,3,10019
IgTNgGE0qvTjkmCUzrNwtQ,Michael & Ping's Modern Chinese Take-Out,437 3rd Ave,"{'latitude': 40.672501, 'longitude': -73.990177}",243,3.5,11215
EFihj7vsRRXiF5la-UURyw,Hop Kee,21 Mott St,"{'latitude': 40.71443, 'longitude': -73.99889}",750,3.5,10013
Yb6PQ_4YQpJ0SVZ1tetkbg,Queens Seafood Restaurant,8222 45th Ave,"{'latitude': 40.7415032, 'longitude': -73.8825862}",108,3.5,11373
S2NwTMDe4Vcs6nAoTeMYlA,Golden Fried Dumpling,192 Duffield St,"{'latitude': 40.6925117969513, 'longitude': -73.9843697100878}",336,3.5,11201
hh0W5CPtx2MoyQGb1kAEEA,Chop Shop II,41 W 24th St,"{'latitude': 40.74324, 'longitude': -73.99123}",205,3.5,10010
sgKNAn72O2XMQXS6AWmf9w,Food King,185 Newark Ave,"{'latitude': 40.72117, 'longitude': -74.04568}",79,4,7302
1dFOF1HPaThSCsdiqR7DrA,Land of Plenty,204E 58th St,"{'latitude': 40.76063, 'longitude': -73.96664}",286,3.5,10022
poRWXhCG1-mVxs1kuw_ZEg,Red Hot Szechuan,349 7th Ave,"{'latitude': 40.666088, 'longitude': -73.98191}",170,3,11215
YfJZBmm9tfW--W_WIGReqA,Baili Restaurant,2728 Church Ave,"{'latitude': 40.65047, 'longitude': -73.951484}",23,4,11226
ru9KtvY8f_b2SKrKwtS3CA,Lo-Fatt-Chow,720 Monroe St C-103,"{'latitude': 40.7474615723213, 'longitude': -74.0378006521148}",92,4,7030
